id,SMILES,MLM,HLM,AlogP,Molecular_Weight,Num_H_Acceptors,Num_H_Donors,Num_RotatableBonds,LogD,Molecular_PolarSurfaceArea,Position,MLM_raw,HLM_raw
TRAIN_2913,CC(C)OC(=O)c1ccc(NC(=O)CCCC(=O)O)cc1,97.74,99.14,1.833,293.315,5,2,8,0.371,92.7,CPK-M1-013692-G04,97.73907067,99.1412783
TRAIN_2914,Oc1ccc(Oc2nc3ccccc3nc2Oc2ccc(O)cc2)cc1,78.112,67.464,5.008,346.336,6,2,4,5.006,84.7,CPK-M1-009580-G04,78.11224673,67.46369734
TRAIN_2915,COc1cc(=O)n(C)cc1C(=O)Nc1cc(C)on1,33.27,88.03,-0.547,263.249,4,1,3,-0.547,84.67,CPK-M1-013697-H05,33.26783774,88.03367903
TRAIN_2916,COc1ccc(S(=O)(=O)[C@H]2CS(=O)(=O)C[C@@H]2NCc2ccc3c(c2)OCO3)cc1C,3.49,0.89,2.254,453.529,8,1,6,2.23,124.76,CPK-M1-013691-B08,3.489498743,0.888943876
TRAIN_2917,COc1cc(Br)c(/C=C2\Oc3ccccc3C2O)cc1OC,99.9,99.9,3.455,363.203,4,1,3,3.455,47.92,CPK-M1-010394-B05,>99.9,>99.9
TRAIN_2918,CCCc1noc2nc(CC)cc(C(=O)N(C)Cc3ncon3)c12,37.48,85.58,1.543,329.354,5,0,6,1.543,98.15,CPK-M1-018177-F07,37.48295315,85.57904192
TRAIN_2919,CCCn1c(=O)c2sccc2n2c(CCC(=O)Nc3ccc(CC)cc3)nnc12,0.1,16.27,3.708,409.505,4,1,7,3.708,108.35,CPK-M1-018180-H07,0.102762899,16.2734426
TRAIN_2920,CCCN(CCC)C(=O)c1cccc(C(=O)NN(Cc2ccc(Br)cc2)C(=O)CN[C@H](C(=O)NCc2cccc(OC)c2)C(C)C)c1,0,7.915,5.328,708.685,6,3,17,4.746,120.08,CPK-M1-009580-F05,0,7.914832313
TRAIN_2921,Cc1nc(C(=O)NC(C)C(C)(C)C)c2n1CCCC2,23.038,71.686,2.52,263.378,2,1,3,2.539,46.92,CPK-M1-009575-H05,23.03816702,71.68637192
TRAIN_2922,Clc1ccc(Oc2nc3ccccc3o2)c2ncccc12,0,20.391,4.308,296.708,3,0,2,4.309,48.15,CPK-M1-008580-H04,0,20.39066912
TRAIN_2923,CC(C)Oc1ccc(CNC(=O)NC2CCCCNC2=O)cn1,99.99,65.96,1.164,320.387,4,3,5,1.164,92.35,CPK-M1-018175-D03,>99.99,65.96001158
TRAIN_2924,Cc1n[nH]cc1CNC(=O)c1ccc(Cn2c(=O)c3cccn3c3cccnc32)o1,2.162,10.648,2.121,402.406,4,2,5,2.191,109.04,CPK-M1-009579-E07,2.162083531,10.64785887
TRAIN_2925,O=C(O)CC1NC(=O)N(c2ccc(Cl)cc2)C1=O,85.73,81.85,1.151,268.653,4,2,3,-0.284,86.71,CPK-M1-013693-G07,85.73356401,81.84568784
TRAIN_2926,Clc1ccccc1C1(c2ccnc(C3CCCC3)n2)CCNCC1,1.436,39.432,4.163,341.878,3,1,3,3.012,37.81,CPK-M1-009573-B12,1.436413599,39.43185271
TRAIN_2927,O=S(=O)(Nc1cc(F)cc(F)c1)c1c[nH]c2ncccc12,45.792,78.463,2.07,309.291,3,2,3,2.179,83.23,CPK-M1-009571-A10,45.79156252,78.46326821
TRAIN_2928,CS(=O)(=O)N[C@@H]1[C@@H](NC(=O)C2=NNC(=O)CC2)[C@H]2CCO[C@H]21,98.45,99.99,-2.414,330.36,6,3,4,-2.311,134.33,CPK-M1-018177-H03,98.45414773,>99.99
TRAIN_2929,CC(C)c1nc2c(c(OC3CCCN(S(=O)(=O)c4cccs4)C3)n1)CCOCC2,0.03,0.03,3.042,437.576,6,0,5,3.042,118.24,CPK-M1-018173-H07,0.030907754,0.026947096
TRAIN_2930,Cc1cn2c(CNc3ncnc4c3cnn4C)c(C)nc2s1,0.13,99.99,1.146,313.381,4,1,3,1.147,101.17,CPK-M1-018179-E07,0.126540923,>99.99
TRAIN_2931,O=C(Cn1c(=O)oc2ccccc21)N[C@@H]1CCN(c2cnccn2)C[C@H]1O,26.648,22.225,0.053,369.375,6,2,4,0.053,107.89,CPK-M1-009579-C05,26.64780486,22.22538686
TRAIN_2932,Cc1cc(=O)[nH]c(-n2nc(C)cc2NC(=O)C(C)(C)Oc2ccc(Cl)cc2)n1,27.809,32.551,3.14,401.847,5,2,5,3.045,97.6,CPK-M1-009577-H12,27.80933227,32.55065509
TRAIN_2933,O=C(Cc1cc(Br)ccc1F)OCCNC(=O)c1cccnc1,1.81,2.286,2.38,381.196,4,1,7,2.38,68.29,CPK-M1-009579-C06,1.810365678,2.285667238
TRAIN_2934,CCS(=O)(=O)N1CCN(c2ccc(Cl)c(Cl)c2)CC1,66.41,87,2.677,323.239,2,0,3,2.677,49,CPK-M1-013689-H03,66.41230813,87.00439208
TRAIN_2935,CCc1cnc(N2CCC(N(C)c3ncnc4c(-c5ccc6c(c5)CN(C)C6=O)csc34)CC2)nc1,58.704,21.343,4.196,499.63,5,0,5,4.195,106.59,CPK-M1-010396-H08,58.70440508,21.3429034
TRAIN_2936,Cc1cc(C)c(C)c(S(=O)(=O)N2CCN(CCc3cn(C)nn3)CC2)c1C,8.627,3.941,3.078,391.531,5,0,5,2.65,79.7,CPK-M1-009576-E03,8.627246263,3.941262012
TRAIN_2937,CC(C)n1nc(-c2ccc3ncccc3c2)c2cnc3cc(F)ccc3c21,25.9,31.08,4.931,356.396,3,0,2,4.938,43.6,CPK-M1-013683-H11,25.89704318,31.0812212
TRAIN_2938,Cc1cc(-c2nnc(Cn3cnc4c3c(=O)n(C)c(=O)n4C)o2)c(C)o1,33.64,69.97,0.37,356.336,5,0,3,0.463,110.5,CPK-M1-018172-H11,33.63618514,69.97465392
TRAIN_2939,[H][C@]1(C(=C)C)Cc2c(ccc3c2O[C@]2([H])COc4cc(OC)c(OC)cc4[C@]2([H])C3=O)O1,0.323,28.836,3.93,394.417,6,0,3,3.93,63.22,CPK-M1-008583-C10,0.322819351,28.83636186
TRAIN_2940,CN1C(=O)C2(NCCc3c2[nH]c2ccccc32)c2ccccc21,30.586,55.821,2.721,303.358,2,2,0,2.721,48.13,CPK-M1-009571-D05,30.58584083,55.82136207
TRAIN_2941,O=C(NCC1=COCCO1)NC1CCc2c1ccc(Cl)c2Cl,10.943,27.345,2.338,343.205,3,2,3,2.338,59.59,CPK-M1-008577-A10,10.94287275,27.34520149
TRAIN_2942,COc1cc(=O)n(C)cc1C(=O)NCc1nc(C)no1,74.72,92.52,-1.76,278.264,5,1,4,-1.76,97.56,CPK-M1-013696-H11,74.71874877,92.51785556
TRAIN_2943,NC(=O)CN1C(=O)/C(=c2\sc3nc(=O)c(-c4ccccc4)nn3c2=O)c2ccccc21,99.9,99.9,1.773,431.424,7,1,3,1.773,150.79,CPK-M1-008582-G04,>99,>99
TRAIN_2944,CCOc1ccsc1C1=NOC(C)(COCc2c(Cl)cccc2Cl)C1,0,1.81,4.911,400.319,4,0,7,4.911,68.29,CPK-M1-009580-C07,0,1.810224462
TRAIN_2945,N#Cc1c(NC(=O)c2n[nH]c(-n3cnnc3)n2)sc2c1CCCC2,99.99,99.99,1.212,340.363,6,2,3,1.212,153.41,CPK-M1-018173-H03,>99.99,>99.99
TRAIN_2946,Fc1cc(F)cc(-c2noc3ncnc(Nc4ccc(-c5ccno5)cc4)c23)c1,8.422,26.434,4.615,391.33,4,1,4,4.615,89.87,CPK-M1-010394-D12,8.422456289,26.43442279
TRAIN_2947,CCn1cc(C(=O)NCc2ccc3c(c2)OCO3)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,32.27,44.57,2.76,466.505,5,1,5,2.699,74.34,CPK-M1-018172-G10,32.2699741,44.56592485
TRAIN_2948,CCCC(=O)Nc1cc(C(=O)NC2CCCCC2)ccc1S(=O)(=O)c1ccc(Cl)cc1,101.38,52.33,4.906,462.989,4,2,7,4.906,100.72,CPK-M1-013685-D09,101.3760641,52.32978116
TRAIN_2949,Cc1nc2c(c3c(n2CC2CCO2)CCCC3)c(-c2ccc(Cl)cc2)c1[C@H](OC(C)(C)C)C(=O)O,29.51,83.7,5.357,497.026,5,1,7,3.883,73.58,CPK-M1-013684-F06,29.51246824,83.70429051
TRAIN_2950,Cn1ncc2cc(C(=O)Nc3ccn(Cc4ccncc4)n3)cc(O)c21,99.99,99.99,1.844,348.359,5,2,4,1.458,97.86,CPK-M1-018175-G04,>99.99,>99.99
TRAIN_2951,CS(=O)(=O)N1C2CCC1CC(NC(=O)Cn1cc(-c3ccc(F)cc3)cn1)C2,23.111,51.799,0.943,406.474,4,1,5,0.943,92.68,CPK-M1-008580-A09,23.11056814,51.79869596
TRAIN_2952,CCCn1c(=O)c2c(nc3n2C(C)C(C)=NN3CCCO)n(C)c1=O,12.333,9.673,1.138,348.4,5,1,5,1.081,94.27,CPK-M1-009579-A05,12.33347581,9.672980197
TRAIN_2953,Cc1[nH]ncc1CCCNCc1cnc2c(c1)c(C#N)cn2C(C)(C)C,22.173,66.878,2.676,350.461,4,2,7,2.038,82.32,CPK-M1-008578-G04,22.1732016,66.87766669
TRAIN_2954,COc1ccc(OC)c(NC(=O)c2cc3cccc4c3n2CC(C)S4)c1,13.23,33.36,4.11,368.449,4,1,4,4.11,77.79,CPK-M1-013694-D12,13.22953631,33.35592562
TRAIN_2955,Cc1ccc(NC(=O)C(Cc2cccc(C)c2)c2nnn[nH]2)cc1,70.962,63.142,3.083,321.376,4,2,5,2.641,83.56,CPK-M1-009575-E06,70.96182124,63.14227571
TRAIN_2956,Cc1ccc(OCCN2CCOCC2)c(NC(=O)c2cc3cc(C)ccc3n2C)c1,0.26,11.88,4.187,407.505,4,1,6,4.187,55.73,CPK-M1-013697-H07,0.258033806,11.87781783
TRAIN_2957,CN(CC(=O)O)C(=O)c1cc(S(=O)(=O)N(C)C)cs1,72.426,80.388,-0.205,306.359,5,1,5,-1.674,131.6,CPK-M1-009570-A10,72.4257076,80.38836827
TRAIN_2958,COc1ccc(-c2cc(CNC(=O)c3ccc(=O)[nH]n3)no2)cc1OC,81.751,65.99,1.157,356.333,6,2,6,1.22,115.05,CPK-M1-008580-G03,81.75131761,65.99015701
TRAIN_2959,C=CCc1cc(CNc2ncnc3nn(C)cc23)cc(OC)c1OC,16.28,22.014,3.14,339.392,5,1,7,3.119,74.09,CPK-M1-008578-D07,16.28034662,22.01353208
TRAIN_2960,COc1ccnc(Cn2cnc(Cl)c2Cl)c1OC,9.591,73.677,1.87,288.13,4,0,4,1.874,49.17,CPK-M1-009573-G07,9.591036217,73.67666999
TRAIN_2961,CCN(CC)C(=O)c1nc2cc(-c3ccc(C#N)cc3)sc2c(=O)[nH]1,76.78,77.06,2.728,352.41,4,1,4,2.728,113.79,CPK-M1-018171-E08,76.78479879,77.06285285
TRAIN_2962,CN(C)c1noc(C2CCCN(c3nccnc3C#N)C2)n1,56.53,46.77,1.522,299.331,5,0,3,1.523,94.97,CPK-M1-018169-B12,56.52763075,46.76867654
TRAIN_2963,NS(=O)(=O)C1(CNc2nccc3cccnc23)CCC1,0.03,89.17,0.792,292.357,4,2,4,0.824,106.35,CPK-M1-018177-A09,0.033176818,89.17294232
TRAIN_2964,CCc1c(C(=O)OC(C)c2nnc(C)o2)[nH]c(C)c1C(C)=O,66.67,88.89,1.794,305.329,5,1,6,1.794,98.07,CPK-M1-018168-C06,66.66666667,88.88888889
TRAIN_2965,CS(=O)(=O)N1CCN(CCCOc2ccc3c(c2)C(=O)C(c2cnc4ccccc4c2)=C3c2ccc(F)cc2F)CC1,69.79,84.62,4.618,589.652,6,0,8,4.547,88.19,CPK-M1-018170-A09,69.79477676,84.62232033
TRAIN_2966,N#Cc1nc(-c2cccc3ccccc23)oc1NCc1cccnc1,6.147,8.116,3.234,326.351,3,1,4,3.237,74.74,CPK-M1-009575-G03,6.14668222,8.115844605
TRAIN_2967,COc1nc(NC(C)C)nc(N2C(=N)NC(=O)C2C)n1,81.485,99.9,1.358,279.298,6,3,4,1.017,116.11,CPK-M1-010394-G10,81.48485201,>99.9
TRAIN_2968,CN(c1nccc2c(Br)csc12)C1CCN(C(=O)OC(C)(C)C)CC1,0.539,59.944,3.935,426.371,3,0,4,3.936,73.91,CPK-M1-008583-E09,0.539213544,59.94409744
TRAIN_2969,Cc1ccc(NC(=O)Nc2ccc(Cc3ccc(NC(=O)OC(C)(C)C)cc3)cc2)cc1,42.49,62.49,5.678,431.527,3,3,7,5.678,79.45,CPK-M1-013694-G04,42.48970296,62.49365277
TRAIN_2970,COc1nc(OCC(=O)c2ccccc2)nc(OC)c1Br,0.39,6.53,3.605,353.168,6,0,6,3.605,70.54,CPK-M1-013693-G12,0.386413226,6.527611994
TRAIN_2971,N#Cc1cccc(N2C[C@@H](c3cccc(F)c3F)[C@@H]3[C@H]2C2CCN3CC2)n1,27.998,36.522,4.025,366.407,3,0,2,2.492,43.16,CPK-M1-010392-G12,27.99804737,36.52157126
TRAIN_2972,OC1CCC(Nc2nc(-c3ccncc3)nc3c2CCC3)CC1,38.443,73.932,2.553,310.393,4,2,3,2.557,70.93,CPK-M1-009572-E06,38.44300236,73.9318236
TRAIN_2973,Clc1nc(Cl)n(C23CC4CC(CC(C4)C2)C3)n1,50.659,57.531,3.67,272.174,2,0,1,3.67,30.71,CPK-M1-010394-A05,50.65850753,57.53068073
TRAIN_2974,CCOC(=O)C1CCN(C(=O)CCC(=O)N2CCCn3nc(-c4cn(C)c5ccccc45)cc32)CC1,1.39,0.76,2.563,491.582,5,0,7,2.56,89.67,CPK-M1-009569-H11,1.389968634,0.759892568
TRAIN_2975,c1ccc(-c2nc(Cc3nc4ccccc4[nH]3)no2)cc1,3.87,35,3.102,276.293,3,1,3,3.092,67.59,CPK-M1-013689-G11,3.87165792,35.00246805
TRAIN_2976,CN1CCCCCCN(S(=O)(=O)c2cccc(F)c2)CCC1=O,0.06,61.61,2.039,342.429,3,0,2,2.039,66.06,CPK-M1-018177-E10,0.060522412,61.6097644
TRAIN_2977,C1=Cn2nc(/C=C/c3c[nH]c4ccccc34)nc2-c2ccccc2O1,32.27,46.49,3.307,326.351,3,1,2,3.376,55.73,CPK-M1-018175-E12,32.26526668,46.49255141
TRAIN_2978,CCN(CC)CCNc1nc(C)cc(COC)c1C(N)=O,36.122,35.558,0.952,294.393,4,2,9,-0.544,80.48,CPK-M1-009573-C06,36.12170087,35.55829158
TRAIN_2979,CN(C)CCCNCc1cccc(Oc2nnnn2-c2ccccc2)c1,29.976,18.129,2.557,352.433,6,1,9,1.986,68.09,CPK-M1-008578-H03,29.97564029,18.12868623
TRAIN_2980,CCOc1cccc2c(C)nc(Nc3nc(O)c4c(n3)CCCC4)nc12,7.881,14.452,4.633,351.402,6,2,4,4.626,93.05,CPK-M1-009579-C07,7.88111222,14.45222449
TRAIN_2981,COc1cc(=O)[nH]cc1C(=O)N1CCCC1c1cncc(C)c1,88.5,96.48,0.147,313.351,4,1,3,0.159,71.53,CPK-M1-013694-E12,88.5044662,96.47834747
TRAIN_2982,CCCC(C(=O)O)c1c(C)ncnc1-c1cc(F)c2c(c1C)CCCO2,99.9,99.9,4.526,358.407,5,1,5,3.051,72.31,CPK-M1-008578-F04,>99,>99
TRAIN_2983,CCOC(=O)c1c(-c2ccccc2)noc1-c1c[nH]nn1,99.05,80.57,2.65,284.27,5,1,5,2.65,93.9,CPK-M1-018177-G10,99.04644595,80.56618255
TRAIN_2984,CC(C)c1noc(CCCn2ccc(-c3ccc(C#N)cc3)n2)n1,0.52,34.63,3.507,321.376,4,0,6,3.507,80.53,CPK-M1-013687-F06,0.520996386,34.62658027
TRAIN_2985,Cc1[nH]c2cccc3c2c1CCN1C(=O)OC2(CC(C)(C)NC(C)(C)C2)C31C,77.387,53.646,2.968,381.511,3,2,0,1.747,57.36,CPK-M1-009575-F03,77.38706591,53.64627314
TRAIN_2986,COc1cccc(CCN[C@H]2CS(=O)(=O)C[C@@H]2S(=O)(=O)c2ccc(Cl)cc2)c1,0.09,0.3,2.985,443.965,6,1,7,2.351,106.3,CPK-M1-013688-E03,0.094589518,0.296752707
TRAIN_2987,CCc1nc(-c2cccc(-c3noc(-c4ccc(Br)o4)n3)c2)cs1,44.94,43.25,4.438,402.265,3,0,4,4.438,93.19,CPK-M1-013692-F03,44.93638456,43.253591
TRAIN_2988,O=C1NC(=O)c2c1cc1ccccc1c2-c1ccccc1,12.606,63.435,3.083,273.285,2,1,1,3.186,46.17,CPK-M1-008577-B03,12.60556502,63.43518012
TRAIN_2989,CCOc1ccccc1CN1CCN(Cc2c[nH]c3nccnc23)C(C)C1,2.87,42.07,2.774,365.472,5,1,6,2.773,57.28,CPK-M1-018172-G03,2.873676903,42.0724415
TRAIN_2990,O=C(OCc1cc(Cl)cc2c1OCOC2)c1cc2ccccc2[nH]1,67.868,99.9,4.106,343.761,4,1,4,4.106,60.55,CPK-M1-010393-D08,67.86820247,>99.9
TRAIN_2991,COC(=O)Nc1nc2cc(C(=O)c3ccccc3C(=O)OC(C)C)ccc2[nH]1,39.125,47.32,3.636,381.382,6,2,7,3.437,110.37,CPK-M1-010395-D11,39.12529561,47.32025153
TRAIN_2992,Cc1nnc(N2CCc3nn(C)c(=O)cc3C2)c(C#N)c1C,99.99,99.99,1.188,296.327,5,0,1,1.188,85.47,CPK-M1-018179-E08,>99.99,>99.99
TRAIN_2993,COc1ccccc1Nc1nc2nccc(-c3ccc4c(c3)OCO4)c2c(=O)[nH]1,26.156,56.075,3.06,388.376,6,2,4,3.06,94.07,CPK-M1-009577-D03,26.15552329,56.07476028
TRAIN_2994,O=C(CS(=O)(=O)c1ccccc1)NC(c1ccccc1)c1ccccc1,0.47,99.99,3.611,365.445,3,1,6,4.324,71.62,CPK-M1-018178-E09,0.472062994,>99.99
TRAIN_2995,CCC(=O)Nc1ccc(C(=O)OCc2ccc(C(=O)c3ccccc3)cc2)cc1,83.2,64.18,4.46,387.428,4,1,8,4.46,72.47,CPK-M1-013691-G03,83.20043665,64.18370871
TRAIN_2996,COc1ccc(N2C(=O)/C(=C\NN(C)C)c3ccccc3C2=O)cc1,49.738,91.461,1.498,337.372,4,1,4,1.498,61.88,CPK-M1-009576-D03,49.7381111,91.46111355
TRAIN_2997,CCOC(=O)c1ccc(Nc2nc3ccccc3n3cnnc23)cc1,20,82.13,3.533,333.344,5,1,5,3.533,81.41,CPK-M1-018169-A04,20.00289054,82.13335136
TRAIN_2998,COc1c(-c2ccc(F)c(F)c2)c(-n2cncn2)nc2ccc(F)cc12,99.99,49.89,4.216,356.301,4,0,3,4.214,52.83,CPK-M1-018176-D11,>99.99,49.88584918
TRAIN_2999,CCCN(Cc1nnc(-c2ccco2)o1)C(=O)COc1c(Cl)cc(Cl)c2ccc(C)nc12,83.8,83.95,4.22,475.325,5,0,8,4.222,94.49,CPK-M1-018169-D12,83.80309605,83.95222354
TRAIN_3000,O=C(O)CCCN1C(=O)C2Cc3ccccc3CN2C1=O,17.339,18.169,1.096,288.299,4,1,4,-0.361,77.92,CPK-M1-009573-F03,17.33917414,18.16923572
TRAIN_3001,CCC(CC)C1CC(NC(=O)Nc2c(C)ccn(C)c2=O)CCO1,46.53,77.008,1.123,335.441,3,2,5,1.123,70.66,CPK-M1-009575-C11,46.52964198,77.00775136
TRAIN_3002,CCC(C)n1c(=O)c2sccc2n2c(CCCC(=O)N3CCc4ccccc4C3)nnc12,0.872,5.667,3.886,449.568,4,0,6,3.886,99.57,CPK-M1-009576-F10,0.872456689,5.667101661
TRAIN_3003,CCN(CC)C(=O)CN(C)Cc1nc(-c2nc[nH]n2)no1,99.99,99.99,-0.689,293.325,6,1,7,-1.272,104.04,CPK-M1-018172-H05,>99.99,>99.99
TRAIN_3004,O=C(NCCc1ccccc1)Nc1cnc(O)nc1O,90.205,81.472,1.648,274.275,5,4,4,1.385,107.37,CPK-M1-009570-B06,90.20469383,81.47191687
TRAIN_3005,CN(CC1COc2ccccc2O1)C(=O)C1CCC(=O)NC1,80.109,91.018,0.652,304.341,4,1,3,0.652,67.87,CPK-M1-009571-D06,80.10922975,91.0184772
TRAIN_3006,Cc1ccc(S(=O)(=O)CCc2noc(C(=O)NCCc3ccc(S(N)(=O)=O)cc3)n2)cc1,56.19,66.85,1.556,478.542,7,2,9,1.557,179.08,CPK-M1-018171-D10,56.18688787,66.85167685
TRAIN_3007,COc1cc(C2CC(=O)Oc3cc4c(c(OC)c32)C(=O)O[C@@H](C)CCCC(=O)CCC/C=C/4)cc2c1OCCO2,9.216,10.78,5.049,550.596,9,0,3,5.049,106.59,CPK-M1-009571-B12,9.215567536,10.78029818
TRAIN_3008,COc1ccc(NC(=O)CCc2c(C)n(Cc3ccccc3)c3nc(-c4ccccc4)nn3c2=O)cc1,1.71,16.86,5.055,493.556,5,1,8,5.021,89.35,CPK-M1-013691-A10,1.706258186,16.85875194
TRAIN_3009,Cc1c(CN2C[C@H]3CC[C@@H](C2)NC3)oc2ccccc12,45.994,95.503,2.777,270.369,2,1,2,1.578,28.41,CPK-M1-009577-H10,45.99427501,95.50318407
TRAIN_3010,NC(=O)C1CCCC1NC(=O)c1cc2ccccn2c1,97.76,99.99,0.827,271.314,2,2,3,0.823,76.59,CPK-M1-018169-A03,97.75998107,>99.99
TRAIN_3011,CCN1C(=O)C(C)(C)c2cc(S(=O)(=O)Nc3cnn(CC)c3)ccc21,39.484,54.781,1.74,362.447,4,1,5,1.787,92.68,CPK-M1-009570-C06,39.48369766,54.78133048
TRAIN_3012,COc1cc(-c2csc(N)n2)cc(Br)c1O,43.457,44.928,2.517,301.16,3,2,2,2.267,96.61,CPK-M1-009577-G11,43.4569416,44.92789336
TRAIN_3013,Cc1ccc(S(=O)(=O)NCc2ccccc2)c(C)c1N(C)S(=O)(=O)c1ccccc1,4.56,15.62,3.99,444.567,4,1,7,3.991,100.31,CPK-M1-018169-B03,4.557338232,15.61553355
TRAIN_3014,COc1ccc(Cn2c(=O)[nH]c(-c3ccc(F)cc3)c(-c3ccc(F)cc3)c2=O)cc1,88.61,99.99,4.399,420.408,3,1,5,4.399,58.64,CPK-M1-018170-C07,88.61207842,>99.99
TRAIN_3015,O=S(=O)(c1ccc(F)cc1Cl)N1CC[C@H]2[C@H](C1)OCc1cnnn12,55.74,73.34,1.287,372.802,5,0,2,1.286,85.69,CPK-M1-018174-A08,55.74132876,73.34330887
TRAIN_3016,COc1ccc(C(=O)N2CCC(Cc3noc(C4CCOCC4)n3)C2)cc1F,53.06,88.27,1.769,389.421,5,0,5,1.769,77.69,CPK-M1-013688-A04,53.06086066,88.26535446
TRAIN_3017,COc1ccc(C)cc1N(C)C(=O)c1cc2ccc3cccnc3c2[nH]1,0.28,0.31,4.061,345.394,3,1,3,4.061,58.22,CPK-M1-013696-C03,0.279377395,0.305665871
TRAIN_3018,COC(=O)c1ccc(C)c(NC(=O)CN(C)Cc2ccc(Cl)s2)c1,2.198,1.037,3.08,366.862,4,1,7,3.075,86.88,CPK-M1-009575-E05,2.19788855,1.037308493
TRAIN_3019,Cc1c(C)n2c3c(=O)[nH]c(=O)n(C)c3nc2n1CCN(C)C,77.94,99.84,0.414,304.348,4,1,3,-1.148,74.88,CPK-M1-013686-F11,77.94245807,99.84050493
TRAIN_3020,CCOc1cc(=O)n2c(c1C(=O)N1CCCc3ccccc31)CCCC2,0.35,0.65,2.482,352.427,3,0,3,2.482,49.85,CPK-M1-013695-H04,0.347020613,0.651644367
TRAIN_3021,CCC1(O)CCOC2(CCN(C(=O)c3cc(Cl)ccc3F)CC2)C1,15.93,73.25,1.972,355.832,3,1,2,1.972,49.77,CPK-M1-018168-F06,15.92686255,73.24511965
TRAIN_3022,Cc1ccc(C2(c3ccccc3)C=C(c3ccccc3)N(S(=O)(=O)c3ccc(C)cc3)O2)cc1,0.85,0.57,6.319,467.579,3,0,5,6.319,54.99,CPK-M1-013684-H03,0.849653573,0.574767227
TRAIN_3023,CCOC(=O)C1=C(C)N=C2CC(C)(C)CC(O)=C2C1C,49.229,70.337,2.372,277.359,4,1,3,2.268,58.89,CPK-M1-009573-A08,49.22916229,70.33711738
TRAIN_3024,CCS(=O)(=O)N1CC(=O)N(Cc2ccc(OC(C)C)cc2)C(C)(C(=O)NCc2ccccc2)C1,3.92,91.42,2.187,487.612,5,1,9,2.187,104.4,CPK-M1-018177-F11,3.916484432,91.42181582
TRAIN_3025,CC(=O)COc1cc(N2C(=O)C(C)=C(C)C2=O)c(F)cc1Cl,17.58,3.2,2.716,325.719,4,0,4,2.716,63.68,CPK-M1-018173-D03,17.58030057,3.201708127
TRAIN_3026,CCOc1cc2c(cc1C1CC(=O)NCc3nc4sccn4c31)CCC2,7.943,13.369,2.86,367.465,3,1,3,3.09,83.87,CPK-M1-009569-A08,7.942611164,13.3694082
TRAIN_3027,COc1cc2c(Nc3cccc(Br)c3)ncnc2cc1OCC1CNCCO1,99.9,99.9,3.512,445.31,6,2,6,3.5,77.53,CPK-M1-010396-A11,>99.9,>99.9
TRAIN_3028,CCN1CCN(CCCNC(=O)c2oc3ccc4c(c3c2C)C(O)CC(C)(C)O4)CC1,96.031,99.9,2.497,429.552,5,2,6,1.866,78.18,CPK-M1-010393-H04,96.0308086,>99.9
TRAIN_3029,O=C(NCCCCCCNC(=O)N1CCCCC1)N1CCCCC1,0.206,99.9,2.358,338.488,2,2,7,2.358,64.68,CPK-M1-010395-G05,0.205841459,>99.9
TRAIN_3030,CCOC(=O)c1[nH]c(C)c(C(=O)CN(CC(C)C)C(=O)CC)c1C,0.07,84.58,2.915,336.426,4,1,9,2.915,79.47,CPK-M1-013688-H12,0.074171896,84.57864972
TRAIN_3031,Cc1ccc(N2C(=O)c3[nH]nc(C)c3C2c2ccc(F)cc2)cc1,47.23,99,3.896,321.348,2,1,2,3.895,48.99,CPK-M1-013689-B08,47.22890527,>99
TRAIN_3032,O=c1c2sccc2ncn1-c1ccc(F)c(Cl)c1,0.543,31.118,3.356,280.705,2,0,1,3.351,60.91,CPK-M1-008581-C05,0.542982833,31.11793799
TRAIN_3033,COc1ccc2c(c1OC)C(=O)N1c3ccccc3C(=O)N(CC(=O)Nc3ccc4nc[nH]c4c3)C21,73,99,2.125,483.475,6,2,5,2.265,116.85,CPK-M1-013691-F10,73.00156135,>99
TRAIN_3034,CC(Sc1nnnn1C(C)C)C(=O)C12CC3CC(CC(C3)C1)C2,99.9,99.9,3.571,334.48,5,0,5,3.571,85.97,CPK-M1-008581-G11,>99,>99
TRAIN_3035,COC(=O)C1(CCCN(C)CCc2ccc(OC)c(OC)c2)CCCc2c1ccc(OC)c2OC,9.164,17.971,5.374,485.612,7,0,13,3.87,66.46,CPK-M1-010396-B07,9.164341769,17.97072969
TRAIN_3036,CS(=O)c1nc(-c2cccs2)cc(-c2ccccc2)c1C#N,2.55,3.06,3.946,324.42,3,0,3,3.946,101.19,CPK-M1-013693-F09,2.55104459,3.056579373
TRAIN_3037,Cc1cc(C)cc(OC(C)C(=O)NCCN(C)C)c1,59.481,92.918,2.468,264.363,3,1,6,1.464,41.57,CPK-M1-009575-E11,59.48114513,92.91783194
TRAIN_3038,Clc1nc(N2CCN(c3ccccn3)CC2)c2nc[nH]c2n1,0.07,66.86,2.34,315.761,4,1,2,2.339,73.83,CPK-M1-013693-G11,0.065632811,66.86267278
TRAIN_3039,O=C(Nc1ccc2nncn2c1)c1cc(Cl)c2c(c1)OCO2,10.34,80.91,1.842,316.699,5,1,2,1.842,77.75,CPK-M1-018176-F08,10.34294355,80.91046845
